athlete_id;athlete_name;country;club;gender;id_copy;instance
FRA01205;JAFFRENNOU Pierre;FRA;TS Angers;;FRA01205;1
FRA01206;JAHANT Thibault;FRA;CT Orbec La Vespiere;;FRA01206;1
FRA01207;JAKO Bernard;FRA;AL d'Arques;;FRA01207;1
FRA01208;JAMARD Jean-Marie;FRA;TS Saint-Lois;;FRA01208;1
FRA01209;JAMARD Joelle;FRA;TS Saint-Lois;;FRA01209;1
FRA01210;JAMES Jerome;FRA;CS Garnison Rennes;;FRA01210;1
FRA01211;JANNIN Jean-Yves;FRA;Ploemel Tir;;FRA01211;1
FRA01212;JANNIN Katheline;FRA;Ploemel Tir;;FRA01212;1
FRA01213;JANVRIN Christelle;FRA;Fraternelle de Tigy;;FRA01213;1
FRA01214;JARDIN Ludovic;FRA;AS Mamers Saosnois;;FRA01214;1
FRA01215;JEANMAIRE Camille;FRA;CTS Bourg-les-Valence;;FRA01215;1
FRA01216;JEANNE DIT FOUQUE Chloe;FRA;AG Deauvillaise;;FRA01216;1
FRA01217;JEANNET Manon;FRA;TS Chatenoy Royal;;FRA01217;1
FRA01218;JEANNETTE Jeremie;FRA;TS Chateau Gontier;;FRA01218;1
FRA01219;JEANNIN Sylvie;FRA;ST Besancon;;FRA01219;1
FRA01220;JECKO Guy;FRA;Legion St-Georges;;FRA01220;1
FRA01221;JEHELMANN Elena;FRA;Arquebuse Soissons;;FRA01221;1
FRA01222;JERVAIS Tony;FRA;Cible Valognaise;;FRA01222;1
FRA01223;JEULIN Arnaud;FRA;AVTS Voiron;;FRA01223;1
FRA01224;JOLY Richard;FRA;La Dixmude Houdan;;FRA01224;1
FRA01225;JONVAL Gerome;FRA;ATC Tonneinquaise;;FRA01225;1
FRA01226;JOUDIOU Leandre;FRA;Fraternelle de Tigy;;FRA01226;1
FRA01227;JOURNEL Sylvain;FRA;Reveil Doullennais;;FRA01227;1
FRA01228;JOURNEL Vincent;FRA;Reveil Doullennais;;FRA01228;1
FRA01229;JOURT-PINEAU Clara;FRA;CS Garnison Rennes;;FRA01229;1
FRA01230;JUBERAY Joel;FRA;Ploemel Tir;;FRA01230;1
FRA01231;JURET Manon;FRA;TS Cholet;;FRA01231;1
FRA01232;JURY Nathan;FRA;AST Iseroise;;FRA01232;1
FRA01233;JUSSUREAUX Lana;FRA;Reveil Doullennais;;FRA01233;1
FRA01234;KALETA Sylvain;FRA;CT Castelpontin;;FRA01234;1
FRA01235;KANSO Nabil;FRA;CS Garnison Rennes;;FRA01235;1
FRA01236;KERANGUYADER Remy;FRA;1re CDA Romainville;;FRA01236;1
FRA01237;KHAMSITTHIDETH Jordan;FRA;La Du Guesclin;;FRA01237;1
FRA01238;KIEFFER Frederic;FRA;La Barisienne;;FRA01238;1
FRA01239;KLOUCHE Amine;FRA;Cercle Paris OL;;FRA01239;1
FRA01240;KNOPPERS Gwenn;FRA;TS Gemenos;;FRA01240;1
FRA01241;KOCH Florian;FRA;CS Garnison Rennes;;FRA01241;1
FRA01242;KROLCZYK Alexandre;FRA;TS Cahors;;FRA01242;1
FRA01243;KUBIAK Melody;FRA;CS Garnison Rennes;;FRA01243;1
FRA01244;LABORIE Frederic;FRA;ASAM Cherbourg;;FRA01244;1
FRA01245;LACAILLE Ophelie;FRA;CS Smarves;;FRA01245;1
FRA01246;LACATON Pierre-Olivier;FRA;TS Rhodia;;FRA01246;1
FRA01247;LADEIRAS Philippe;FRA;TS Chatenoy Royal;;FRA01247;1
FRA01248;LAFFONT Eric Roger;FRA;ST Pamiers;;FRA01248;2
FRA01249;LAFFONT Eric Roger;FRA;ST Pamiers;;FRA01249;2
FRA01250;LAFLECHE Jose-Luis;FRA;TS La Fougeraise;;FRA01250;1
FRA01251;LALIN Maevan;FRA;Carabiniers de Maubeuge;;FRA01251;1
FRA01252;LALLEMAND Pierre;FRA;CTS Bourg-les-Valence;;FRA01252;1
FRA01253;LALLEMENT Clement;FRA;ES Thaonnaise;;FRA01253;1
FRA01254;LAMANT Magalie;FRA;Fraternelle de Tigy;;FRA01254;1
FRA01255;LAMANT Valentin;FRA;Fraternelle de Tigy;;FRA01255;1
FRA01256;LAMBERT Mathilde;FRA;USST Charleville;;FRA01256;1
FRA01257;LAMBERT-CLIQUOT Mateo;FRA;CT Belleu;;FRA01257;1
FRA01258;LANDIM MONTEIRO Frederique;FRA;US Oyonnax;;FRA01258;1
FRA01259;LANDOUAR Gerard;FRA;ST Fecampoise;;FRA01259;1
FRA01260;LANGUILLAT Lisa;FRA;Patriote Senonaise;;FRA01260;1
FRA01261;LANGUILLAT Monique;FRA;Patriote Senonaise;;FRA01261;1
FRA01262;LASSIGNARDIE Christophe;FRA;ST Perigord Noir;;FRA01262;1
FRA01263;LATAPIE Estelle;FRA;CS Garnison Rennes;;FRA01263;1
FRA01264;LATOUR Georges;FRA;TS Rhodia;;FRA01264;1
FRA01265;LAUBRY Cedric;FRA;CO Courcouronnes;;FRA01265;1
FRA01266;LAUNEY Caroline;FRA;Cible Valognaise;;FRA01266;1
FRA01267;LAUNOIS Vincent;FRA;USST Charleville;;FRA01267;1
FRA01268;LAURENT Pierrette;FRA;CT Angerien;;FRA01268;1
FRA01269;LAUTIER Jean Claude;FRA;STA Cusset;;FRA01269;1
FRA01270;LAVIE Alexis;FRA;US Orleans Tir;;FRA01270;1
FRA01271;LAVIEILLE Florian;FRA;ET Arnieres;;FRA01271;1
FRA01272;LAVOREL Marius;FRA;SSLT Limoges;;FRA01272;1
FRA01273;LAVRIL Jacques A.;FRA;AT Saint-Affrique;;FRA01273;1
FRA01274;LE BLEVEC Camille;FRA;LT Loch;;FRA01274;1
FRA01275;LE BOURDONNEC Brieuc;FRA;AVTS Voiron;;FRA01275;1
FRA01276;LE BROC Antoine;FRA;LT Loch;;FRA01276;1
FRA01277;LE COULTRE Michel;FRA;Ste Nantaise de Tir;;FRA01277;1
FRA01278;LE GALL Yann;FRA;ATS Tregor;;FRA01278;1
FRA01279;LE GOFF Quentin;FRA;ATS Tregor;;FRA01279;1
FRA01280;LE GUEN Michel;FRA;Fraternelle de Tigy;;FRA01280;1
FRA01281;LE GUEN Mickael;FRA;Fraternelle de Tigy;;FRA01281;1
FRA01282;LE HORS Helene;FRA;CS Garnison Rennes;;FRA01282;1
FRA01283;LE LAY Claude;FRA;LA Brestoise;;FRA01283;1
FRA01284;LE MEILLEUR Dominique;FRA;La Dixmude Houdan;;FRA01284;1
FRA01285;LE ROUX Thimoty;FRA;ET Conde sur Vire;;FRA01285;1
FRA01286;LE TIEC Florian;FRA;ATS Tregor;;FRA01286;1
FRA01287;LE VIGOUROUX Guillaume;FRA;Ploemel Tir;;FRA01287;1
FRA01288;LE VOT Morgane;FRA;ATS Tregor;;FRA01288;1
FRA01289;LEBEL Jean-Claude;FRA;La Barisienne;;FRA01289;1
FRA01290;LEBLOIS Florian;FRA;TS Cholet;;FRA01290;1
FRA01291;LEBRETON Clement;FRA;TS La Fougeraise;;FRA01291;1
FRA01292;LEBRETON Marie;FRA;TS La Fougeraise;;FRA01292;1
FRA01293;LEBRUN Claude;FRA;AST Moulins;;FRA01293;1
FRA01294;LEBRUN Marcel;FRA;STAR St-Pourcinoise;;FRA01294;1
FRA01295;LEBRUN Nathalie;FRA;STAR St-Pourcinoise;;FRA01295;1
FRA01296;LECAT Anne-Laure;FRA;STEP Chalon-sur-Saone;;FRA01296;1
FRA01297;LECHAT Aklys;FRA;LC Villemoisson;;FRA01297;1
FRA01298;LECOCQ Lovan;FRA;CT Rollot;;FRA01298;1
FRA01299;LECOINTRE Tom;FRA;ST Fecampoise;;FRA01299;1
FRA01300;LECOMTE Geraldine;FRA;AS Aulnoye Tir;;FRA01300;1
FRA01301;LECRIVAIN Clemence;FRA;TS La Fougeraise;;FRA01301;1
FRA01302;LEDANOIS Benjamin;FRA;NST Vire;;FRA01302;1
FRA01303;LEDOUX Louis;FRA;AS d'Ollainville;;FRA01303;1
FRA01304;LEFEBVRE Morgane;FRA;FTA Bully-les-Mines;;FRA01304;1
FRA01305;LEFEBVRE Sylvie;FRA;NST Vire;;FRA01305;1
FRA01306;LEFEUVRE Maxime;FRA;ET Guichen;;FRA01306;1
FRA01307;LEGEDZA Michel;FRA;TS Lagravois;;FRA01307;1
FRA01308;LEGRAND ROBARDEY Theo;FRA;AS Mamers Saosnois;;FRA01308;1
FRA01309;LEGRAND Yann;FRA;J3 Sports Amilly;;FRA01309;1
FRA01310;LEGRIX Roger;FRA;AG Deauvillaise;;FRA01310;1
FRA01311;LEGUEN Michel;FRA;Fraternelle de Tigy;;FRA01311;1
FRA01312;LELIEVRE Antonin;FRA;Etoile Auxonnaise;;FRA01312;1
FRA01313;LELUAN Thomas;FRA;Cible Valognaise;;FRA01313;1
FRA01314;LEMAIRE Margot;FRA;Carabiniers de Maubeuge;;FRA01314;1
FRA01315;LEMAUR Regis;FRA;STS Dieuze;;FRA01315;1
FRA01316;LEMENAGER Alexandre;FRA;CT Orbec La Vespiere;;FRA01316;1
FRA01317;-;FRA;-;;FRA01317;36
FRA01318;LENORMAND Corentin;FRA;Ploemel Tir;;FRA01318;1
FRA01319;LEON Gilbert;FRA;CTB Vouel-Tergnier;;FRA01319;1
FRA01320;LEON Guillaume;FRA;CTB Vouel-Tergnier;;FRA01320;1
FRA01321;LEPAGE Eliane;FRA;AG Deauvillaise;;FRA01321;1
FRA01322;LEPAGE Pierre;FRA;AS d'Ollainville;;FRA01322;1
FRA01323;LEPECULIER Paola;FRA;CATir Aubusson;;FRA01323;1
FRA01324;LEROUX Clement;FRA;ST Lavalloise;;FRA01324;1
FRA01325;LEROUX Maxime;FRA;ST Lavalloise;;FRA01325;1
FRA01326;LESCOP Vincent;FRA;ST Micheloise;;FRA01326;1
FRA01327;LESPAGNOL Clarisse;FRA;CTS Thorigne;;FRA01327;1
FRA01328;LESUR Paul;FRA;STS Gueret;;FRA01328;1
FRA01329;LETELLIER Enzo;FRA;Cible Valognaise;;FRA01329;1
FRA01330;LETONQUEZE Pierre;FRA;CT Orbec La Vespiere;;FRA01330;1
FRA01331;LEVALLOIS Jeremy;FRA;ET Conde sur Vire;;FRA01331;1
FRA01332;LEVASSEUR Chloe;FRA;SSLT Limoges;;FRA01332;1
FRA01333;LEVASSEUR Guy;FRA;SSLT Limoges;;FRA01333;1
FRA01334;LEVEL Florian;FRA;US Orleans Tir;;FRA01334;1
FRA01335;LEVEQUE Patrick;FRA;CTB Vouel-Tergnier;;FRA01335;1
FRA01336;LEVEQUE Sandrine;FRA;CTB Vouel-Tergnier;;FRA01336;1
FRA01337;LEXACT Alexis;FRA;1re CDA Romainville;;FRA01337;1
FRA01338;LHOMME Jacques;FRA;USST Charleville;;FRA01338;1
FRA01339;LHOSTE Valentin;FRA;STA Cusset;;FRA01339;1
FRA01340;LIAIGRE Garry;FRA;ST La Detente;;FRA01340;1
FRA01341;LIAIGRE Mathieu;FRA;ST La Detente;;FRA01341;1
FRA01342;LIBAUD Romain;FRA;ST Herbretaise;;FRA01342;1
FRA01343;LIBERT Chloe;FRA;Etoile Auxonnaise;;FRA01343;1
FRA01344;LIEGARD Erwan;FRA;CS Garnison Rennes;;FRA01344;1
FRA01345;LIENARD Alain;FRA;ES Thaonnaise;;FRA01345;1
FRA01346;LINTZ Jean-Luc;FRA;Legion St-Georges;;FRA01346;1
FRA01347;LIQUETTE Valentin;FRA;La Dixmude Houdan;;FRA01347;1
FRA01348;LISSARDY Carole;FRA;ST Ciboure;;FRA01348;1
FRA01349;LISSARDY Laura;FRA;ST Ciboure;;FRA01349;1
FRA01350;LODIEL David;FRA;ST Volontaires Janzeens;;FRA01350;1
FRA01351;LOISON Fabien;FRA;TS Chateau Gontier;;FRA01351;1
FRA01352;LOIZEAU Nicolas;FRA;ST Herbretaise;;FRA01352;1
FRA01353;LOPEZ Loic;FRA;CTS 38 Merenvielle;;FRA01353;1
FRA01354;LORET Guillaume;FRA;ET Guichen;;FRA01354;1
FRA01355;LORHO Sven;FRA;Ploemel Tir;;FRA01355;1
FRA01356;LORIN ANTIER Leelou;FRA;AST Neuville;;FRA01356;1
FRA01357;LORNE DIDIER;FRA;AT Sainte-Savine;;FRA01357;1
FRA01358;LOSSOUARN Romain;FRA;ST Volontaires Janzeens;;FRA01358;1
FRA01359;LOTTIER Christine;FRA;SSLT Limoges;;FRA01359;1
FRA01360;LOTTIER Dimitri;FRA;SSLT Limoges;;FRA01360;1
FRA01361;LOUANI Enzo;FRA;1re CDA Romainville;;FRA01361;1
FRA01362;LOUCHER Julien;FRA;ALST Carvin;;FRA01362;1
FRA01363;LOUTY Solange;FRA;SSLT Limoges;;FRA01363;1
FRA01364;LYS Agnes;FRA;AS Aulnoye Tir;;FRA01364;1
FRA01365;MACAREZ Carole;FRA;ST Pays d'Olmes;;FRA01365;1
FRA01366;MADERT Celestine;FRA;STS Dieuze;;FRA01366;1
FRA01367;MAHARAUX PIERRE;FRA;CT Mayennais;;FRA01367;1
FRA01368;MAHE Laurence;FRA;CO Courcouronnes;;FRA01368;1
FRA01369;MAILLARD Florian;FRA;STR Moret sur Loing;;FRA01369;1
FRA01370;MAILLOU Florian;FRA;CTS Thorigne;;FRA01370;1
FRA01371;MAIO Jean Loup;FRA;CTB Vouel-Tergnier;;FRA01371;1
FRA01372;MAITRET Tom;FRA;Etoile Auxonnaise;;FRA01372;1
FRA01373;MALAPEAU William;FRA;LC Villemoisson;;FRA01373;1
FRA01374;MALBEC Anais;FRA;TS Libourne;;FRA01374;1
FRA01375;MALDAGUE Fabrice;FRA;TS Rognac;;FRA01375;1
FRA01376;MALGONNE Claudine;FRA;USST Charleville;;FRA01376;1
FRA01377;MANCEAU Franck;FRA;La Magdunoise Tir;;FRA01377;1
FRA01378;MANCEL Joris;FRA;CS Garnison Rennes;;FRA01378;1
FRA01379;MANCHE Lucien;FRA;CT Belleu;;FRA01379;1
FRA01380;MANDIN Anthony;FRA;ST Herbretaise;;FRA01380;1
FRA01381;MANDIN Julie;FRA;ST Herbretaise;;FRA01381;1
FRA01382;MANDIN Sarah;FRA;ST Herbretaise;;FRA01382;1
FRA01383;MANGARD Marceau;FRA;ATS Tregor;;FRA01383;1
FRA01384;MANOV Ivan;FRA;1re CDA Romainville;;FRA01384;1
FRA01385;MANOV Ivaylo;FRA;1re CDA Romainville;;FRA01385;1
FRA01386;MANSIOT Charly;FRA;J3 Sports Amilly;;FRA01386;1
FRA01387;MANSON Cyril;FRA;CT Orbec La Vespiere;;FRA01387;1
FRA01388;MAQUEL Celia;FRA;Legion St-Georges;;FRA01388;1
FRA01389;MARCHAIS Theo;FRA;TS Angers;;FRA01389;1
FRA01390;MARCHAL Denis;FRA;Legion St-Georges;;FRA01390;1
FRA01391;MARCHAL Gilles;FRA;US Mareau;;FRA01391;1
FRA01392;MARCHEIX Jean-Pierre;FRA;CT Castelpontin;;FRA01392;1
FRA01393;MARCIA Mateo;FRA;ST Pamiers;;FRA01393;1
FRA01394;MARECHAL Gilbert;FRA;USM Saint Denis;;FRA01394;1
FRA01395;MARGAILLAN Romain;FRA;Cible Tarbes;;FRA01395;1
FRA01396;MARGUERITE Quentin;FRA;CS Garnison Rennes;;FRA01396;1
FRA01397;MARIE Anthony;FRA;US Mareau;;FRA01397;1
FRA01398;MARIE Philippe;FRA;ST La Sentinelle;;FRA01398;1
FRA01399;MARIN Juliette;FRA;AST Neuville;;FRA01399;1
FRA01400;MARIN Ugo;FRA;CS Garnison Rennes;;FRA01400;1
FRA01401;MARIOT Clement;FRA;ST Pornic;;FRA01401;1
FRA01402;MARIOTTE Nicolas;FRA;LC Villemoisson;;FRA01402;1
FRA01403;MARLAIR Benoit;FRA;TS Antibes;;FRA01403;1
FRA01404;MARQUAND Alexis;FRA;CT Orbec La Vespiere;;FRA01404;1
FRA01405;MARSEILLE Robert;FRA;CTS Vierzonnais;;FRA01405;1
FRA01406;MARTIAL Charlotte;FRA;ET Arnieres;;FRA01406;1
FRA01407;MARTIN Didier;FRA;SMOC St-Jean Braye;;FRA01407;1
FRA01408;MARTIN Jean-Claude;FRA;ST Solidarite Pleumartin;;FRA01408;1
FRA01409;MARTIN Pascal;FRA;CT Orbec La Vespiere;;FRA01409;1
FRA01410;MARTIN Timothe;FRA;ST Solidarite Pleumartin;;FRA01410;1
FRA01411;MARTIN Yannoel;FRA;CS Garnison Rennes;;FRA01411;1
FRA01412;MARTINET Valerie;FRA;TS Agenais;;FRA01412;1
FRA01413;MARTINEZ Anais;FRA;TS Chatenoy Royal;;FRA01413;1
FRA01414;MARTINEZ Annelise;FRA;TS Lagravois;;FRA01414;1
FRA01415;MARTINIEN Florent;FRA;Etoile Auxonnaise;;FRA01415;1
FRA01416;MARTINIEN Lucas;FRA;Etoile Auxonnaise;;FRA01416;1
FRA01417;MARTINS Luis;FRA;TS Chateau Gontier;;FRA01417;1
FRA01418;MARTOGLIO Arnaud;FRA;TSCV Saint Georges;;FRA01418;1
FRA01419;MARY Anne;FRA;La Barisienne;;FRA01419;1
FRA01420;MASCLAUX PONS Kenny;FRA;TSB Emblavez;;FRA01420;1
FRA01421;MASSET Philippe;FRA;AL d'Arques;;FRA01421;1
FRA01422;MASSIAS Maxime;FRA;CT Angerien;;FRA01422;1
FRA01423;MASSIAS Nicolas;FRA;CT Rollot;;FRA01423;1
FRA01424;MASSICOT Steeven;FRA;ST Pays Riez & Vie;;FRA01424;1
FRA01425;MASSUYES Carine;FRA;TS Lagravois;;FRA01425;1
FRA01426;MATHIEU Jean-Louis;FRA;TS Cahors;;FRA01426;1
FRA01427;MAUCHOSSE Celine;FRA;CTB Vouel-Tergnier;;FRA01427;1
FRA01428;-;FRA;AG Deauvillaise;;FRA01428;36
FRA01429;MAUDUYT Matthias;FRA;ST Solidarite Pleumartin;;FRA01429;1
FRA01430;MAUDUYT Michel;FRA;ST Solidarite Pleumartin;;FRA01430;1
FRA01431;MAUDUYT Patricia;FRA;ST Solidarite Pleumartin;;FRA01431;1
FRA01432;MAUREL Fabien;FRA;TS Gemenos;;FRA01432;1
FRA01433;MAUROUARD Daniel;FRA;ST Fecampoise;;FRA01433;1
FRA01434;MAYER Florent;FRA;TS Chatenoy Royal;;FRA01434;1
FRA01435;MAYEUX Laurent;FRA;ST Noyelles sous Lens;;FRA01435;1
FRA01436;MAZZILLI Linda;FRA;AVTS Voiron;;FRA01436;1
FRA01437;MAZZILLI-ADLI Alya;FRA;AVTS Voiron;;FRA01437;1
FRA01438;MAZZONETTO Antony;FRA;ST Solidarite Pleumartin;;FRA01438;1
FRA01439;MAZZONETTO Severine;FRA;ST Solidarite Pleumartin;;FRA01439;1
FRA01440;MEHEUST Henri;FRA;TC Frehel Multisports;;FRA01440;1
FRA01441;MENESPLIER Nicolas;FRA;TC Lourdais;;FRA01441;1
FRA01442;MENTEC Brice;FRA;CT Orbec La Vespiere;;FRA01442;1
FRA01443;MERGAULT Sebastien;FRA;ST Entente Chapelloise;;FRA01443;1
FRA01444;MERLET Nolann;FRA;ST Herbretaise;;FRA01444;1
FRA01445;MERRIENNE Stephen;FRA;STAR St-Pourcinoise;;FRA01445;1
FRA01446;METAIS Delphine;FRA;AST Neuville;;FRA01446;1
FRA01447;METRAL Simon;FRA;TS Rhodia;;FRA01447;1
FRA01448;MEUNIER Axel;FRA;TS Reze;;FRA01448;1
FRA01449;MEYER Camille;FRA;ST La Detente;;FRA01449;1
FRA01450;MEZIANI Ahcene;FRA;Carabiniers de Maubeuge;;FRA01450;1
FRA01451;MEZIANI Anthony;FRA;Carabiniers de Maubeuge;;FRA01451;1
FRA01452;MICHAUD Esperance;FRA;ST Du Jura;;FRA01452;1
FRA01453;MICHAUX Nathalie;FRA;CTB Vouel-Tergnier;;FRA01453;1
FRA01454;MICHAUX Theo;FRA;CTB Vouel-Tergnier;;FRA01454;1
FRA01455;MICHEL DE ROISSY Manon;FRA;US Carmaux;;FRA01455;1
FRA01456;MICHEL Sophie;FRA;Ploemel Tir;;FRA01456;1
FRA01457;MICHELOT Gilles;FRA;AS Aulnoye Tir;;FRA01457;1
FRA01458;MIGEVANT Uranie;FRA;TS Angers;;FRA01458;1
FRA01459;MILLET Olivier;FRA;ST Laon;;FRA01459;1
FRA01460;MILLET Romane;FRA;CS Garnison Rennes;;FRA01460;1
FRA01461;MILOJEVIC Marija;FRA;1re CDA Romainville;;FRA01461;1
FRA01462;MINIOU GUEGAND Emilie;FRA;Ploemel Tir;;FRA01462;1
FRA01463;MINIOU Iwan;FRA;Ploemel Tir;;FRA01463;1
FRA01464;MINJEAU Jean-Michel;FRA;ST Reims;;FRA01464;1
FRA01465;MOAL Ludivine;FRA;TS Antibes;;FRA01465;1
FRA01466;MOELLIC Lionel;FRA;CS Garnison Rennes;;FRA01466;1
FRA01467;MOELLIC Tifenn;FRA;CS Garnison Rennes;;FRA01467;1
FRA01468;MOINE Jean-Baptiste;FRA;CATir Aubusson;;FRA01468;1
FRA01469;MOIZAND Adrien;FRA;CT Angerien;;FRA01469;1
FRA01470;MOLINER Ludivine;FRA;TS Landossien;;FRA01470;1
FRA01471;MOLTINI Laetitia;FRA;STAR St-Pourcinoise;;FRA01471;1
FRA01472;MOLTON Axel;FRA;TS Chauray;;FRA01472;1
FRA01473;MOLTON Dominique;FRA;TS Chauray;;FRA01473;1
FRA01474;MOLTON Florian;FRA;TS Chauray;;FRA01474;1
FRA01475;MONARD Sullivan;FRA;USST Charleville;;FRA01475;1
FRA01476;MONCAER Marie;FRA;Ploemel Tir;;FRA01476;1
FRA01477;MONDET Cynthia;FRA;CATir Aubusson;;FRA01477;1
FRA01478;MONNIETTE Jean-Michel;FRA;AG Deauvillaise;;FRA01478;1
FRA01479;MONSEAU Maxime;FRA;CTS Vierzonnais;;FRA01479;1
FRA01480;MONTEIRO Melissa;FRA;TSCV Saint Georges;;FRA01480;1
FRA01481;MONTEMBAULT Tristan;FRA;TS La Fougeraise;;FRA01481;1
FRA01482;MORANCHO Marc;FRA;TS Agenais;;FRA01482;1
FRA01483;MOREAU Gurvan;FRA;CS Garnison Rennes;;FRA01483;1
FRA01484;MOREL Estelle;FRA;CT Rollot;;FRA01484;1
FRA01485;MOREL Wilfried;FRA;CT Rollot;;FRA01485;1
FRA01486;MORELLE Bastien;FRA;TMN Haubourdin;;FRA01486;1
FRA01487;MORELLET Laureline;FRA;CT Montgeron;;FRA01487;1
FRA01488;MORGEON Christelle;FRA;FRJEP Remilly;;FRA01488;1
FRA01489;MORICE Adenora;FRA;CS Garnison Rennes;;FRA01489;1
FRA01490;MORIN Marcel;FRA;Ploemel Tir;;FRA01490;1
FRA01491;MORLON Valerie;FRA;La Dixmude Houdan;;FRA01491;1
FRA01492;MORTECRETTE Thierry;FRA;Arquebuse Soissons;;FRA01492;1
FRA01493;MORTELETTE Francis;FRA;TS Lagravois;;FRA01493;1
FRA01494;MORTELETTE Isabelle;FRA;TS Lagravois;;FRA01494;1
FRA01495;MORTELETTE Maxime;FRA;TS Lagravois;;FRA01495;1
FRA01496;MORTELETTE Romane;FRA;TS Lagravois;;FRA01496;1
FRA01497;MOULEYRE Aurore;FRA;ST Noyelles sous Lens;;FRA01497;1
FRA01498;MOULIN Denis;FRA;SMOC St-Jean Braye;;FRA01498;1
FRA01499;MOUSSET Elsa;FRA;Fraternelle de Tigy;;FRA01499;1
FRA01500;MOUTALIBI Farouk;FRA;CO Courcouronnes;;FRA01500;1
FRA01501;MOUTAMANNI Lyn;FRA;1re CDA Romainville;;FRA01501;1
FRA01502;MOZET Regis;FRA;EAC Thin-le-Moutier;;FRA01502;1
FRA01503;MULOT Andree;FRA;NST Vire;;FRA01503;1
FRA01504;MUSSAT Veronique;FRA;TS Lagravois;;FRA01504;1
FRA01505;NAGUIB Marc;FRA;TS Chatenoy Royal;;FRA01505;1
FRA01506;NAGUIB Marie;FRA;TS Chatenoy Royal;;FRA01506;1
FRA01507;NAGUIB Samir;FRA;TS Chatenoy Royal;;FRA01507;1
FRA01508;NAUD REDIN Louna;FRA;CTS Thorigne;;FRA01508;1
FRA01509;NEBOUT Remy;FRA;STA Cusset;;FRA01509;1
FRA01510;NEDILKO Veronika;FRA;AVTS Voiron;;FRA01510;1
FRA01511;NGUYEN VAN HO Mateo;FRA;CS Garnison Rennes;;FRA01511;1
FRA01512;NICOLAS Axel;FRA;ST Pornic;;FRA01512;1
FRA01513;NOE Axel;FRA;J3 Sports Amilly;;FRA01513;1
FRA01514;NOHE Thibaut;FRA;ST Alreenne;;FRA01514;1
FRA01515;NOUGARO Abbygaelle;FRA;ST Ciboure;;FRA01515;1
FRA01516;NOURISSON Sylvie;FRA;Fraternelle de Tigy;;FRA01516;1
FRA01517;NSILOULOU-MAMBOUANA Albert;FRA;US Orleans Tir;;FRA01517;1
FRA01518;NUZILLAT Hadrien;FRA;TS Chatenoy Royal;;FRA01518;1
FRA01519;OGIER Nathan;FRA;Ploemel Tir;;FRA01519;1
FRA01520;OLIVET Ephrem;FRA;CS Garnison Rennes;;FRA01520;1
FRA01521;OLIVIER Axel;FRA;CTS Thorigne;;FRA01521;1
FRA01522;OLIVIER Ewan;FRA;CTS Thorigne;;FRA01522;1
FRA01523;OLIVIER Maurice;FRA;AT Saint-Affrique;;FRA01523;1
FRA01524;ORAIN Alexis;FRA;ST Herbretaise;;FRA01524;1
FRA01525;ORSET Guillaume;FRA;CS Garnison Rennes;;FRA01525;1
FRA01526;OSINSKI Samuel;FRA;CTS De Boussois;;FRA01526;1
FRA01527;PACAULT Christine;FRA;SSLT Limoges;;FRA01527;1
FRA01528;PAIRAULT Annie;FRA;SSLT Limoges;;FRA01528;1
FRA01529;PAIRAULT Claude;FRA;SSLT Limoges;;FRA01529;1
FRA01530;PANNECOUCKE Delphine;FRA;ET Guichen;;FRA01530;1
FRA01531;PANYA Julie;FRA;ET Conde sur Vire;;FRA01531;1
FRA01532;PAOLANTONACCI Lou;FRA;1re CDA Romainville;;FRA01532;1
FRA01533;PARDON Patrick;FRA;CTS Vierzonnais;;FRA01533;1
FRA01534;PARE Ludivine;FRA;ST Solidarite Pleumartin;;FRA01534;1
FRA01535;PARIS Stephane;FRA;AL d'Arques;;FRA01535;1
FRA01536;PARISI Antonino;FRA;Amicale Michelet;;FRA01536;1
FRA01537;PASCAUD Daniel;FRA;SSLT Limoges;;FRA01537;1
FRA01538;PATAY Julien;FRA;ET Guichen;;FRA01538;1
FRA01539;PATROUILLAULT Elia;FRA;USST Charleville;;FRA01539;1
FRA01540;PATRY Patrick;FRA;CT Angerien;;FRA01540;1
FRA01541;PATUREAU Theo;FRA;TS Lagravois;;FRA01541;1
FRA01542;PAULIEN Dany;FRA;SCT Langres;;FRA01542;1
FRA01543;PAULIEN Emmanuel;FRA;SCT Langres;;FRA01543;1
FRA01544;PAVAGEAU-PERRAUD Adeline;FRA;ET Sorinieres;;FRA01544;1
FRA01545;PAVAN Laura;FRA;TS Antibes;;FRA01545;1
FRA01546;PAVY Melvin;FRA;TS Saint-Lois;;FRA01546;1
FRA01547;PECH Marie-France;FRA;ST Pamiers;;FRA01547;1
FRA01548;PECHEUL Morgane;FRA;CS Garnison Rennes;;FRA01548;1
FRA01549;PEDRO Marine;FRA;LT Douaisis;;FRA01549;1
FRA01550;PELLOUX Eloane;FRA;CTB Vouel-Tergnier;;FRA01550;1
FRA01551;PENCREACH Gaelle;FRA;CT Salonais;;FRA01551;1
FRA01552;PENDARIES Jean-Rene;FRA;TS Lagravois;;FRA01552;1
FRA01553;PEQUIN Alexis;FRA;CTS Thorigne;;FRA01553;1
FRA01554;PEQUIN Loan;FRA;CTS Thorigne;;FRA01554;1
FRA01555;PERARD Kylian;FRA;AL d'Arques;;FRA01555;1
FRA01556;PERDRIX Caroline;FRA;Stade Montois;;FRA01556;1
